ID,Puzzle,Difficulty
14422,...7..249.9.........26...1.8.5..4.9.134..9.8.....1....24.3.8...................37,4.1
14423,....89.....4...3..6...1.......65.8..7....1..95.6....3....7...2.45....7..97...8.1.,4.1
14424,..9.1...8....53.....76..5...7..4...2.....8..58..7..93.1....5....9.....466.2......,4.1
14425,..3..47.61...8....78.9.......94...6...21..894.1...........93..5....2.4.8.......2.,4.1
14426,..6..2..51...8...3.75..9.....87...26....1....2...58..7.9.....6.......8..7..4....2,4.1
14427,.5....8..1.4...3...6..2.5.....1.3....9...4...8...6....91..78.6........1...5.4..7.,4.1
14428,.5......1..7....294..1.6.....32..71.9.5..1...6..7.3.......84..6........2.3.6.....,4.1
14429,1...7..8....3.8..47....4..2497....5..5.4..7.1....5.....13...829...2...3...6......,4.1
14430,....3.7.8...62..1..3.7.15....6..29.7...3.....5...76.82.9.26......8..9....5......6,4.1
14431,3.....5.4..7.....815.9.......1..3.754.....263.....2....3.........5.41......87..4.,4.1
14432,1..5.........4.....4..325.....9..2....675..3.5.....9.7.6......37......69..9...84.,4.1
14433,..9.....8.7.4.......85...6..4..98..185..4.3..1...........9.7.5.........67..25..1.,4.1
14434,..92........4...73.4...5....78.9...23....86....1...5...1..6.....3......89...1..4.,4.1
14435,.5.6.....49...72.6...9..8.131.........8..2.....2....9.....6.17.7....4........89.5,4.1
14436,5......62........7.9...734...39.....2...7..35.....8...4..........5461.2.3...5...8,4.1
14437,..63..5...9..6.........4.1....5.1..427....3..5..87.62.8........96.4.......2.1..3.,4.1
14438,...6.52......7..1.....3.7....9..1.2..56..2.4.4..3..5..8...1...4.........93..24.8.,4.1
14439,9....2..4..584......2....1........2.1..4..395.236.......1.........5.61796....8...,4.1
14440,.......7...8.7.6..6..98...1.3.1.24...4..3.7....9...2....3.65........1.8....8...4.,4.1
14441,.7......51.4....2..2.1....8...4..2...36...5..7..32.....1.9.7.........6..8.3.1..4.,4.1
14442,.28........3..7..4...1.8.729..78.......3.2.9..16.5....6.....98..5.......3.1...6.7,4.1
14443,..........5..12.......9..6469.......8..2.....3.....94.9...8..75..71....2........8,4.1
14444,....5......19...7...9.8.5.4......2.1.8..7..9...4.1..5....7.....63...5.4.7..63...2,4.1
14445,...42......9..1...83..76...67.9...53........4.1....8.6.2....5..1....4.....4.....8,4.1
14446,..392..7...46.....9.........2..8...4.31..7...5.........8..9...........614....8.52,4.1
14447,..4..5...9.......4..6...32..3.7269.......1.4..5..9.......91.2.........6....3.4.8.,4.1
14448,.....25..8......4.7.9....6..4...6.9.3.19.8......3.5.7..3...9..........246..8..1..,4.1
14449,.....7..6....618.....4..7297.89.6...2..1...6.1...............3..9..3......5.7.4.2,4.1
14450,...35..72....2.8.6..7......7.59....8.89...3.........4....4891....1.32....2.61....,4.1
14451,...6......4...5.8..7..3.26..91.6......2......8......599......2....971...6...2.4..,4.1
14452,.....13988..3...65.....6....9.8.2.363.....8.......921..5......14.7.........524...,4.1
14453,...7..29......91.4..1....3.6..4...7..2....5..7..1..4...35..6.....254.........7.5.,4.1
14454,8.9.....6.561....3.4......5....62.....543.....9...1.6...3...82..7.....1....2....4,4.1
14455,.392.6.........4..2..31....7...8.2.9....2...5.9...7..6.........37.4.1....458...3.,4.1
14456,......1....92....6....37.944.7.6..1...6.......281..7..7.1.2..5.5......3....85.6..,4.1
14457,..7....14...8.1.5...9.4....2.1.........93......5....8...459.8...1...3.9.7...6...3,4.1
14458,.6..59......6....3.....16....8.....2..1...8.4..627..3..7..3.4....3...1..4...8...7,4.1
14459,..5.96.3..2.3.....6.7.8..4.....5..68...921..............9.....4...5.....16....2.3,4.1
14460,.....2....96.....1.2.9..4.8.19........2.7..3.56....82.....869...5.7...1......4...,4.1
14461,.....96....13..4...6.2..1..2...7..9.8.9.42...........5.....75..3.......1.785...6.,4.1
14462,..3......9...81..74....32....1.2...8..7...3.529.5..7....8.1.............3..47....,4.1
14463,......7.........25..6.35.9...58.293.2.....8.79....3...47.6...5..3.1....6.........,4.1
14464,.....31..5...7.4.3.2.....7841.5..2..3.......92.7....1....3........14..2...46.....,4.1
14465,...869...928..7.....1......3....4..1.5..1..43...9...5...6......1.76.3.9........2.,4.1
14466,..3...2.......1...6...7..4..38.......2...4..849.6...1...7.9...55....7..6....82..4,4.1
14467,....5...21....9......8....137.9....42.1..78...6..2.3..7.6.....59....2.....4...71.,4.1
14468,.2...8.3...14..7.8...3....2..96.....61.7...........9.173..5..2.9.8............4.7,4.1
14469,..7...12.3..5...6..8.7.....5..193.4............1..68........4...9..8..56...3.4.1.,4.1
14470,3..1.2........4.93..6...8.7......4..5...9.....3.....7..6...1....7..6..5...85.9.3.,4.1
14471,1......5...91..8...6..9..4...62....44....69..5...8..3.2...7.....5.3...8.9.3...2..,4.1
14472,1.......459.....38..8..2.59.4....5..2....9..6...3...277...93.....4.8.9...1.6.....,4.1
14473,...4.37.....5.2..3....6.5..4....6..253.1......2...71..6..2...7...8...6.......4.91,4.1
14474,.....69.2..5.8.3..21.....6..4.23...597.84..2......7.....9..86.14......8.......5.9,4.2
14475,........9.85........17.25..7..4...93..8.7....4.....6.12..8.1......9...4..3......6,4.2
14476,3...6.....8.5...2........791.....9......5.63.45..3...1......1.....8.2.....879....,4.2
14477,.13...5.7..8..3....6...5.2.1.......4...5.6.....5.8..7..3..9.2..9...6...14......9.,4.2
14478,....793...1.63...9.........7...58.4..8.9..2....4......3..4..8....1..6.....7.916.5,4.2
14479,.1.7.........4...1..756..29.852.........79.56.......4..4..2....5......3...9.....7,4.2
14480,4.2..7..9.......6.1....6......9.154..........63...2.8..76........45.8.3..8..1....,4.2
14481,8....12...1.....3.46.9..8...35....2...6...7......59..4..............4..8.9..3..6.,4.2
14482,..284..9..87......9...6.......98..43..35......2...1.7.7...1...9.4.....21.1....85.,4.2
14483,..5......2.......76..9..43..8...5.....18..6.4.2...6.51.6..9.38...32.7..6....3....,4.2
14484,..6..3......7..23....2..8.6.4...8...8....54.963.........1..2..8..8.9.52.2...1.6..,4.2
14485,....8....8..6..4.326..47.8.67.3..8193..............5.....5...2...97.6.....1......,4.2
14486,...7..2..3..2....1..2....49.7.1.....81.....63..5.68.......7..16.5....8.....9.4..5,4.2
14487,.8.5.4.....78...24.4....17...9.8.7.....6....16....18...........5....3......2...37,4.2
14488,.7...3.5..3..9.74....2..3..1..5......6..4.87....98....4.1....8.7.....2....2..9...,4.2
14489,....4.8.31.5.....4.2.9...1..5...8.....2........736.....6..5..9......9....432..5.8,4.2
14490,.......32.7....4..6.....715..4.8.........7..8.1.964......4.....9.28..15.157......,4.2
14491,5.........48..2..6......51.6...9......5.8.....79.4..5..6..3497....7..3....4.....1,4.2
14492,...7..594..6.1..3.............9.7..1..31......5.3.4....4.8.....2......7..6.4..853,4.2
14493,.5...2.7...1.7..4.2....6..3...1....8....2.49....8..312.87.....53...4.....1....9..,4.2
14494,6..4...8..9......2..4........137854.....5........6.37...5.8..6..1...2.5.48...61..,4.2
14495,....98.4.6...1.53.........2.3.7.......6.3..9.8....5..1.2..4...........7..19...6.4,4.2
14496,9.2....8..6....5.9...4..67..2.....5..418.2.....6.15.....9.7.82...425............3,4.2
14497,56......243..7......2...9..8..521.........7...91..7.3.....5....3......2.9..6..3.8,4.2
14498,.3....4.9.1.4.9.3...5...8...7......36..8.2.4..5..........52...7....17.9.....4....,4.2
14499,.7...38...9..78.3........4....38.....58.....61..2.......9...7....1.6.9.5..7..5.6.,4.2
14500,.....97....67....31..2.....2......4.4....3..2..71......6......8..3.5.........419.,4.2
14501,.3......88.23......41...2......7.69.......4..29...4..3..7..93....85.....5....7.4.,4.2
14502,4...............1532..95...54.8.37.......6.23...7......93.4.........1.7...7...8..,4.2
14503,.9.8..1.7......92...1.........1.726..5.236.......5.....7........68.4..5.4....17..,4.2
14504,.1.3.5..47...6...3.....8.9...2.......7.143.6...5...8......82......5...3.......2.7,4.2
14505,....5.....3......4..4..........9..7......391....18..237.28...9.8.3..7...5...267..,4.2
14506,..7.654....9..72...1.......1...9.5.3.7...69..2.3...........9..8...4...2..84.7...9,4.2
14507,.7.68.4.92.1.........7.32.67........839.....24......3...23.9..1.....8.......2.8..,4.2
14508,.....4....64..3..8...7...3.....57...4.1.8.7...8....9.......8.6.94...21....23.....,4.2
14509,...1.........96...6.3.4..9.27.8..1.........5...93...8.4..7.8.32.1....5..........4,4.2
14510,18...........9..51.....27...6.......5.3......7..15...2...5.16...7.8...1...9.7..8.,4.2
14511,..4....3.35..4...7....9..42.8.1............26.46..91....3.1.......3.2.71...6.....,4.2
14512,..7...46.....6.2......21..5.59..3............31.6....42....59......3...87.49....1,4.2
14513,.46........5.4..377.15.....1...8.....67.25.1....6.7..2..41.....2...9.47.......8..,4.2
14514,.4.37...6..8.29..75..........9..3.82.53..........8.....721...98....3.......9..1..,4.2
14515,...821...6........7.4......8..2.51..5...9...3..3.4.5....1.....8.6.....7....3..46.,4.2
14516,6.....2....59........63..4...8.2.67..........2.4.61....3...912.58....73.1.6......,4.2
14517,.4....9.......6.47..5....2.....8.....573.94..39..7.6.21....7.......5.8.......1..6,4.2
14518,.....238....9.6...8......2....5.9..175.3.......9.4...6.1...3.........574..6......,4.2
14519,5.6.....7.....72...1..2..6..4...1.9....3..8..8.37.......4.1...62..8.4........5..4,4.2
14520,...2...7.7.........2..6.3.8..5...7...6.3.82..1.......621...7.5...84...2..3.8.....,4.2
14521,..8.5.9...947...6..........5.....6.....2...48.4...5.1367..3..9.129..8..7.........,4.2
14522,....8.7.4.18..9....5..6.2......271..5.4...8.......5.4.....7......9..2..3.6....4..,4.2
14523,1.6.5.......9..8...7.4....1...5..9.6...........2..6.5...52.7...7...9.3.4.48......,4.2
14524,.4........9.25..6....87..3.........4..836..9.93...5..27...9.....5........64..1...,4.2
14525,.....6..5.2.79..6.......74.2.....1....182.9..35..7........6..2.13...........89..7,4.2
14526,.8....7........46.461.8.39.9..1.4...7...6......6..3.....28....3.........34..716.9,4.2
14527,....6..5....1..3..2..3..8.6.2....4....18..9..6...9....5..2.7.3..47..12......5....,4.2
14528,......6.....4.187.2.......1.2.95...67..8.65...9..4....1.2..8..9.7.3.9...38.......,4.2
14529,6....7.....3.84.95..9.....3.9.......7....12..3.24....794...............2..896.3..,4.2
14530,..895.43...5..4.8.....3.5...26.......8....9..9......61..4..2.7.7..5......9.6....3,4.2
14531,.9..2.3....4.9.....2.1..8.59..3...6.37.............7.14...5.......9.85....8..1..6,4.2
14532,.29....8.4.....3.1.8.....6.5.......3.....91.....4.5.......62479....5.....6.9142..,4.2
14533,7.....1...3...4.....5231..6..1..276.......8.1...6....997...........2...84..958...,4.2
14534,38..12..7.5.4..1............39.2..5....8..9........2.4....9846........7...1.46..9,4.2
14535,51...82....2...9..8.......414..36......51.6...8..2.....2..9.16......3...7..1...5.,4.2
14536,19.4....5.2.7..9......53...4...2.....65.8...9.39..5..2.7....4.........81.........,4.2
14537,7..1..6.....8.9.1...3..........6.....695.83......9.5.242...79...9.2..48..7...5...,4.2
14538,.2.....7..5.8..2...46.513......6..5.............3186....867..2...9..2..........65,4.2
14539,.2..3.4..8...6..1..9...7..6.....4.5..7.......5.2......4..3..72...8...1......169..,4.2
14540,.5..9...1683..........5...6.4........7.6...18...38.9..2......391.7..4.5..........,4.2
14541,2.....9.684.....3...7.6..2.....46.......12..4..5.7.8..98....3..7...91.....4......,4.2
14542,1..247......1...7.24....9.....312...8..7...3.........5.19.3...6.586.............3,4.2
14543,.8.........7.51.3.3.....962....8.3...3.......5....2.9.72.1...5.65.3...2....5..1..,4.2
14544,1..4.....2..5.......5.7.9....8..34.7.6.............8.19..7....4...64......1....95,4.2
14545,4...8.......9......76...2....52...67..4.3........65..8..8.5.91....3......9.6..32.,4.2
14546,.823.46...........71....8...7..9..6....43.9....9..23....7......4.8.79.5..5.1....3,4.2
14547,.8.6...3.9.67....8.........4..8..7...5......9....27.1..39...5.....28.6......5.27.,4.2
14548,.6....5.....871..61....2....5...82...764....1....29.....8....7.3..1..9...4..3....,4.2
14549,.....8......6..249..6....7.9....7..551..2.3....2...1...5.3.2...2......1..47....5.,4.2
14550,.27.9....31..75.4.......6...8......2...1...5...12...844.....76..53.1.............,4.2
14551,3...4...6...5.2..7...7...8..4..2.1.55.6.73.92.....48..2..........5.....1791......,4.2
14552,6..8..19.5.....6....1......9.3.27.6.2...6.....1.9...3........4...7.3....4...71.52,4.2
14553,8..9..1...6.2...3...7.....2....5..1.6...8.3..19...35....3..78.5.5...4..17.....4..,4.2
14554,....3..1...26....78...5.....1.9...5...6...4....4..1....2.7.46....9...2...5......8,4.2
14555,......7..9.1...5.....5.1..6.2....9.....36.4....947......78....5.8......36.4.2....,4.2
14556,.2..1..8.9.3..5........97......8..21......3.87.....9...8.2..6.....45....5.2....3.,4.2
14557,.....82.33.4...7.....9...56..5..9.2.2.18...6.7....3.......41....7.2..8...5.......,4.2
14558,.1.2......2.5...63..3...8..2....4.8....3.5....7..2......4..29..9.17..........6.37,4.2
14559,3.472.....9..5.4....5....3..8.....7....4.231...9...58....64........9..2.5....7...,4.2
14560,...39..244....7.......8.17..9.2.....2.1..5.3...5.4...77..9..........46...2..3..8.,4.2
14561,2.4..1.......7..627...5..............4.5.....8..7..3464.1.6.83....3....5.67......,4.2
14562,..6.8....48...3.2...2.4.7..6......39..7...6.......24....15.9.......3.8.2.5...4...,4.2
14563,.5.4....93.6.7...17....82..54..9...81.....4....9..6....3....9..........3..52...1.,4.2
14564,.1.9.......8....4...43.2....9.2.8.6.1.....7....3.9...2.4.8....9....5..1.....71..5,4.2
14565,4.93....8.....6..15.2.....9...6...1....17...4..7..5.........3...8..9..4.75...2...,4.2
14566,..8.....2..21.4....5...3..9.3...187....7........36....2..9..7....3..5.4.8.......6,4.2
14567,16...29.....6..1......7...5..5.8....9...4....64.9...2..1....4.3.....9.....3...79.,4.2
14568,.7.6...........52....3.84.95...8.....1...3...76.5......2.4..7....8..91..........5,4.2
14569,.5.46...7..6...9......35.8.6.2..4....3.1...48.....7....8..1..5......8..2..32...1.,4.2
14570,4.7..8.3...8..54...2..4.....9....6.57...23..8..46.....6...........89...2.793.....,4.2
14571,..5..4.9....5....3..3.29...5.......7.46.7......2...846.1.3..............86.9..3.1,4.2
14572,.942.8.1....415..2.........6......4.4..1..7.9..3....5......2.3..7....2...6..9..74,4.2
14573,.5..4..7....6..834..3.1.2...7..6..9.1......2.98....5.......13...65.72.4..........,4.2
14574,43....7...1......5.7..6..........4....8.926.....3.5..2..2..8.4.1......8.9..7..2.1,4.2
14575,.92.1.4..1....3......9..5..2....7.86834..........2.......8....5..96..3..6...3....,4.2
14576,...72.........3.7174.....32.812.5.....6.1...75..........369........54..3.2......8,4.2
14577,876.9.........8.....91...4.26..5.....9....6......8.43...5...1...8..2..5......978.,4.2
14578,.1..572..3..6..........2..6.3.........74...514..9..8....8.6...7.4.....1.2..3.....,4.2
14579,.....857..4..3..86......3..9.3........83....2.1.5.6..8.7.8.52...8...7.6...4......,4.2
14580,..7.......6.24....982.....363............3.58..9728..6...6....2..6...8..1...85...,4.2
14581,3.81....694...8...7..9..2.........3.....6..27...4..1...17...48.5......9.89...47..,4.2
14582,..5....3...7..96.....7...158...6......1.4....7.....14..93......2....1......2.6953,4.2
14583,7.4...1......2.96.9...5.7.8.5...287....8...53...7......8..7.....7..6.4..1....9...,4.2
14584,.7.........12.438.....8.......6....4......2.5..8.1..9...61..4...14..8.3...9..2..7,4.2
14585,.1....5..8.....49.2..6.9.1.1.3.46..8..4.7......8.......9.4...5........74...2....1,4.2
14586,..8....1....67...4.....1.635..1..9...43.....6.9..54.......9......4.....83.54.7...,4.2
14587,5.4..6...2..1.7.64......2....1.924...3...4..9...7...1....4.578.3.8....2...5......,4.2
14588,5......2...24.6..39....87..8....9.1641.3.....6......3....6.........745...8...2...,4.2
14589,4..5......5.4279...9..1....7..9....16..1.2.........53.98...6.........86....85..93,4.2
14590,.36...5........19..4...2.....1.5...7.8.2.......417.93.6......8.....63......9.4.1.,4.2
14591,5.6.....3..2.1.....4..9.17..6......2..5...3.7...8..5......24...3.97.....1...8.7..,4.2
14592,.7.4..2..68...57..9.......3.....2...7.9.6........17.6..9.3..5...........5.17..49.,4.2
14593,.57....8....67..3......8...28...7......3....14..5..27..93.6.15......9......1....6,4.2
14594,58.7.........1...77.2.35...9..5.........8..4..6...95.2.53..4.1...1.6....84.......,4.2
14595,.6.....4.9...4...1...1.685..2..3...4.8.9..........79...36.95....7......5...82..3.,4.2
14596,5...9.2..4.768...........6..5...372.1..2....4...46......2...53....7......9..2.1.7,4.2
14597,....25..9.76...8.....8.....13....9..92.4.6..56.......1...164...5....9..2..3......,4.2
14598,3..5..9.....3.8.6...417.2....78.3...21......5.....167..62....4..4....1..8.9......,4.2
14599,.3.7....4..6....8....32.9....2.4...8....1.....58..32..51............4.6.6..1.947.,4.2
14600,.1..2......9..5.2.4....8.1.....56..8.5..8..7.3.8..2..4..4...3561.2...........7...,4.2
14601,.3.8...2.7.....1...52..1..38..26....5.....7.....97.....9...25.4.......1...6..3.8.,4.2
14602,71.........9.6..8.....2.13..6.5..7..28.9..........6...6....327..9...45....3......,4.2
14603,.29...36.1.....8...4.8.1.9....94..5..9...2.....5....1.....23...5.217.......4....7,4.2
14604,.....7..6...85..........49.4....2...9....5.72...98..6..1..4.3...3.7......57.1....,4.2
14605,.86..2.1.7.......5..54....3...8......5..63.....1.9..2.........1.6..75.8..9.2..5..,4.2
14606,........7.39..8...54..6.......5........89.3...7...6.4...57..9....132...88......2.,4.2
14607,3.129.......1....3....8...6.14...3...9......72.....8.4.29.1.7...5..6....6.8..4...,4.2
14608,.....59.4.....6.3.5.2.........1...9...49..5.8..1.836.....6....2.....98..63.....5.,4.2
14609,.4....1....7.8..2.95...........635...89..7..2.....1.....2.3..8..7.6...3.1.....7.6,4.2
14610,4..6....9..64.9.2.5.1..3...6.....8...3...8957........2....9...3..8.4.2..3..1.....,4.2
14611,..4.5.......4.91....8..3..4..7..83...6.....1....23.5..3.....8.57.56.......1...67.,4.2
14612,9....4........25.9...1.5..3..8.....5.1.......6..3..91213..2.....7.....5..6..4.7..,4.2
14613,...34....4......9....2.....6..1..94.73.46............7..3..98.2.2....7.1.........,4.2
14614,......3....8..4.7615.9....4.......2.784......5..6..8.1....2..5..2..5..63.1.8.....,4.2
14615,..3.....14...96.5..9.7....88..5..2.7...1.2.......6.83.542.............7.3....49..,4.2
14616,8...2..1....9.6....5..8364..3.5.......4.6....1....9..336....1....7...9...8.....76,4.2
14617,.8..26.7..46....2....8.....4..3...9......1.6..7.2..3...25.....1.68.3...7...15....,4.2
14618,.5.2.....2...6.....64..5.2.......9..6..91...73.....4.1..2.....8.37..4...1..35..4.,4.2
14619,....3..1.81.......4.6.9......9..583.3...2.1.6........7..4....7.....6..2..57...6.4,4.2
14620,.9.5...1.7.5........326....9.8..3........5.6.....7.2........8.34.....1...7.18.42.,4.2
14621,6.57.9............39..1.....4..8....2.....3..9....248.5.9..37.6...2....9........1,4.2
14622,....9...81..2......98....5...5....816.91..5....4.7.2...6..1.......3...1..5.4..69.,4.2
14623,7..6....4.2...........7.619...8..4...8...1.2..3..4.7....8......3...6.9.2...2.9..5,4.2
14624,7..3...843..78...1.....1.....2.7..3.....4.6.85..8.......4..9....9..3..52.7.2.....,4.2
14625,.6.3.7..88...........58.41.7.9..2....1......7.8......5.....46.29..8.......61.5.9.,4.2
14626,....174..3.......7.6.3...5..1..8....2....19.49..5.31.......9.42..9.......8....5.1,4.2
14627,..........47.1..833...5.79......3.2....7.....4.8...37....9....2.9..4.6..7.6..85..,4.2
14628,35..4.9.7.2......66....3..8.6....8...7..5....93.6.8.7.....3.......1.9.6.......2.5,4.2
14629,...6..8.95.4..9.3....7....1.471......8....3.79....51...7.3....58...97.....9.6....,4.2
14630,.9...8.26....7.........3.5.....9..8..84..2.6.6.......3.25.8.49............1.4...5,4.2
14631,9..341.......928.4...5.....8.....9.7.64....3.5........32.1795....1...........3.7.,4.2
14632,.....2....689.4.72.3.6.5..1......14....1......7..3...68........9.75...2..26.....8,4.2
14633,98...5.....6.2..4..3.9......5.6...1.........6..45.7....6....473..3......8..7.21..,4.2
14634,.......3..8..27......9.8..5...5...732..4..1....5.7...8..7...9..6....1..4.42......,4.2
14635,..93....41......2.....697...5......3..4.....92..8...5.5....7.82..8.3.....4.....96,4.2
14636,....1.483.3..49......6....16...97....1......427.........8.5...275...21.6...4.....,4.2
14637,.153.....8....7......2.9..8.......7..8...43..3.1...6...9.4..8277...1.....5.....3.,4.2
14638,7.6..4.8...........2.9....1...6.9873.1..27.4....................5.46..19.6..952..,4.2
14639,53..2....7.....2..........6.7.85......9.1.....2.3.6..5.6.....5.9..1...8...1..7.9.,4.2
14640,6.8.....7.7.2..1.4.......62..7.84..12..3..5............1..4....3...5.....4..79...,4.2
14641,.......9..51...7.696.3................694..5.7.96.8..3...7...2.1...8.5...28.6....,4.2
14642,...7..2........78...758..138...92...9.16.......4..5.....6...57..35...4.6.........,4.2
14643,6..5..3......3.94....7.9..59.8.........4....1..48......9.3.2..75.....2..87.....5.,4.2
14644,.37.28........3...2..617....8.5...73.....1.8..2......1..8.....4.7...631.6.41.....,4.2
14645,..5...7.282..57...1....9..62.8.4.1...........7..8....9.1.....2...4..6.8.....7.4.1,4.2
14646,9...215...3..4...8...3.7.....6....898.9.1..3........4.........66.35......27...9..,4.2
14647,5...8.....2....8..6.12...9....8..7.............41..3.295.....6...7.3....1....95..,4.2
14648,.2..1.638.4..........7.........9...13....6.7.1..82.5...5..3....2.1.8.9..........5,4.2
14649,.198.....4...39..6.......2.....6.27..5....1....7..3.582...8...3.48..........4..8.,4.2
14650,6..4...9...4..6......38.7.....5..28.7....14....3....5..9.6....44....5.2....8..5..,4.2
14651,....2..........8..3416...5.4..9...3.1.8.5.....2..7...1.6...9..78..2......3....41.,4.2
14652,..43..5.7..2..7....9..51..3.3...84.....51....2......39.........4...7...88.....274,4.2
14653,.12......9..........3...92..6.4.....8..2...3.....61.7.6..1.8..3.4..9.26.3.....58.,4.2
14654,...9..2..1.........83...7.5....84..9.51.3....6........5....7.4...62.....7......51,4.2
14655,65.9........21.8....7.4.1...........7...6......9...245.7...5..8.1.8..6.4.......2.,4.2
14656,6..2....7..7...8..328...5...9.4...6.8...7...5.....1......3.2........5.9...3.976.1,4.2
14657,..189..43.4..61..95.9.....8..6..2......17....1.4..6827..8...6.4.......7.....4.9..,4.2
14658,7.3.4..2...5..1.3....8...9.5.8....79.9...5..64.7..........941.............9.2...5,4.2
14659,....2...8.1..4...9.349..2........5..54....9...9.5.7.3.....8...1......4.66..2.....,4.2
14660,.548.....1....4.6.7..2......9.34....6.2.9...7.......8....4..37..8..5...63..7..8..,4.2
14661,..8.73.6.2.96..53........84....8....9.1.2............6...1....24.....9...53..2.1.,4.2
14662,..74....28.......53.9.1...........5....3.8.4.26.1.....6.....9..9...46..3..8....7.,4.2
14663,3.2..7.8........47.81...3.....92........1..3...6...75....68.........1.2.......578,4.2
14664,.....3.8662...5.....7..........597...94..26.1.3.1...2...3.2.......4...9.2....6..7,4.2
14665,....52.71...8.......2...4.......9.4..64.8....3.8...19......47.....5...2617.......,4.2
14666,.....8........983...627..5.4..6.............8.2....51....4...82..3..1.6..97......,4.2
14667,.2..53..8...84...6.......7..72.......8.6..4.5.1...5...1..56.2.383.....61.........,4.2
14668,....8....8.2...7..6...1......49..1..2..3....4..3..7.6......4.71...29.....46...3..,4.2
14669,8........7....89.3.3...468....5...1.1.8...23....4....9..21......9.65....4.....3..,4.2
14670,..97..4.5.2......6.75..4..96...759...3.1........64...7..6.8...3..251..........2..,4.2
14671,..261...88..3...7..3......52........5.6...2...195.28.6...19..6....8.....6.1.3.9..,4.2
14672,.7..21.....5.93.4.........5149.............5..387..1.6...2.7...8..........6935..8,4.2
14673,....21....2.8...63..9.....15...9.8..7...6..3..3..84...15...7.2....2..6.5.........,4.2
14674,..2.3..6..45.17..2..1...8...7.942.8...6...9............3............4.7..1.8..5..,4.2
14675,..3.......5.2.....8261...5.4....926.5...1473.....7............13.495....2.....6..,4.2
14676,6......51..31...........7.69....16.7.....2....5.3....4..1...2..4...85....78......,4.2
14677,.2........682.....5......32....6....3.....14....81..5.9..1..4.....3.7.8.1.....6.5,4.2
14678,..6.3.9..72....6.34..8..1.7.8...........69......45.....6...17.5..7.......9.2..3..,4.2
14679,.....63...5213.....7.2......27..89.1..9.2..8.5.......6......2...45.6...9.....9.3.,4.2
14680,...48....1..6....46.9...5..3..9.1.....5.2......1..62.7...2..9735.7...8..........6,4.2
14681,..6.......27.....11..4.97.......7.8.2..568....65...1...3.7........3...42....943..,4.2
14682,.....3.7.3...5...2.8..9..3......13...96.7..8.......7.56.....24....41.8....59.....,4.2
14683,...52...7.9....3.553..1......3.5..964.........572.........9.....18.........4..6.8,4.2
14684,.1.5...7......35..6..21.4...7...8..1.....4....5.1..8..1......3..3.89.....2.4..9..,4.2
14685,........3.5.....927.9...81...2.5..898463...2....6.....91..6......7..324.....7....,4.2
14686,38....1.4.2........5..1..3...............7..84..95.2......63...14.2.85.....4....6,4.2
14687,2...1...31.69..72.....8.....9.5.6.......9..1.6.....4.5...1....85....3.7.7........,4.2
14688,..5...2...3..4....4..6....77..8...9.5..37..2..2....8..2....4.8...4..6..18.6.5....,4.2
14689,..57...42.....86..7........51.......2.4..59......3.4....75......96.4.......2.13..,4.2
14690,....5..6...9.....46..9...8.23..1........8..4.185...2...1..2........69.2.8....3..9,4.2
14691,...14..8...5...72...9...............69..8....3..5.2..4...7......8.41...9.4..3..78,4.2
14692,9..54......7..3.......7.941......6.7....821...4.......7.8..5..9......2..26.3...5.,4.2
14693,6.........93.8.2.7.74.....9.....7....3..9..1...64..9.5...94..5......86..5....63.1,4.2
14694,...91.....8...7..49.15...3.....8..5...2...7..74..3..........389.7....1.2...8.1...,4.2
14695,...5.....42.....676.9....5.5.81.4..3...8....4..7..3.......3.9..2.4.....5.7.2...1.,4.2
14696,.91......8....5..97.28..6......6.....3..725....4......9....7.6.....39.24.7.......,4.2
14697,9...14...8.26..94.3...28.....4.8.17..6...........426..1.........3...7.....7...8.6,4.2
14698,..18.7........2.47....9..6....9...3..8..6..5.6..4.3...7.9.....6...1....8.5....3..,4.2
14699,..2.14......82.95.........8.8..7.....1...9....35.....69..1.6.2.......7..35......9,4.2
14700,.85....7...7.5...22.9.....4.6.5....89....1......8.4.9......9.1.....2.68..5...82..,4.2
14701,3.........51..6......8..256.15.78.9....5...1.8...4.7..6.7........87...2.......5..,4.2
14702,1.982.......34.6..........8.9..85..356.7.9...8........6...3.....7.....1..38......,4.2
14703,....1.....894..2.....3..1.53.......7.9.5..48..6...........62.9......432...79.....,4.2
14704,..7.9.1..2..7..........69...146....5.2.1..37...8.5...91..9647..9.2..3...4........,4.2
14705,....4.1.22...65.....49..36...7..9..1.16.7.4...3..........7.....6...5..3..2....64.,4.2
14706,1....6...2...541.6......3..49..7..3...3.6.9.2..2.....5.5...........25.78...1.8...,4.2
14707,1.27..8.46..8..2............9.6......3..7......1..25...6.5....7...16...35.8.....2,4.2
14708,..3.75.1...4..67.3.......6993...............21.5..9..72..53.1.....84....38.......,4.2
14709,2....3...6..79..8....1...498...2...7.....76....1..9....3.51......52...64........1,4.2
14710,8.......4.4....51..5.9..6.7..467.....9.....7.1......9.......3...7158......34.6...,4.2
14711,.....3..9.....23.69...6.5..28...1.......94.....3...6.13.2.4...5.5...71..6.......3,4.2
14712,.....8...76.9.....12..3...5..2.8.7.6...2..5.85....9.1....4.2.....4.......1..7..3.,4.2
14713,...........7..8.5.5..2..9.8.6........5..8...29.36..5.7.1..598..3....2.......7...4,4.2
